OBJECTID,NAME,TYPE_,NodeYCoordinate,NodeXCoordinate,NodeWobbeNumber,NodeSymbolName,NodeTemperature,NodeSpecificGravity,NodeHeatContent,NodeCO2,NodeStatus,NodeResultWaterDropout,NodeResultWaterContent,NodeViscosity,NodeResultTemperature,NodeResultSupplyGasSpecificGravity,NodeResultSupplyGasHigherHeatingValue,NodeResultSupplyGasCO2,NodeSuperHeat,NodeSubsystemID,NodeSpecificHeatConstantVolume,NodeSpecificHeatConstantPressure,NodeResultSpecificGravity,NodeProrateNewFlow,NodeProrateFactor,NodeProrateDeltaFlow,NodePrimaryPressure,NodeResultPressure,NodeEstateDesignPointFlow,NodeMolecularWeight,NodeMinimumPressureTime,NodeMinimumPressureOverTime,NodeMaximumPressureTime,NodeMaximumPressureOverTime,NodeMaximumAllowableOperatingPressure,NodeLowerHeatingValue,NodeJTCoefficient,NodeIsentopicTemperatureRiseExponent,NodeIsentopicExponent,NodeResultIsHydrateForming,NodeIntegratedFlow,NodeResultHydrateTemperature,NodeHigherHeatingValue,NodeEstateDesignFullyDiverseFlow,NodeFuel,NodeEnthalpy,NodeEstateDesignDiverseFlow,NodeDewPointTemperature,NodeDewPointCalculationStatus,NodeDensity,NodeResultConstraint,NodeCondensateFlow,NodeCompressibility,NodeResultCO2,NodeAveragePressureOverTime,NodeReferencePressure,NodeReferenceFlow,NodeStatusProrate,NodeProfileTemperatureName,NodeProfilePressureName,NodePressureSegmentName,NodePressureMinusReferencePressurePercentage,NodePressureMinusReferencePressure,NodePressure,NodeBoundaryPressureMin,NodeMinimumPressure,NodeBoundaryPressureMax,NodeMaximumPressure,NodeLongitude,NodeLatitude,NodeIsSecondaryPressureUnits,NodeHasProblem,NodeTraceName,NodeFlowMinusReferenceFlowPercentage,NodeFlowMinusReferenceFlow,NodeElevation,NodeDescription,NodeIsConstraintInterchange,NodeCalibrateTargetPressure,NodeBoundaryActive,NodeAssumeWaterVaporSaturation,NodeBoundaryAllowFlowReversal,NodeActiveState,NodeFlowDescriptionByCategory_Base_Volumetric_,NodeFlowDescriptionByCategory_Base_Thermal_,NodeFlowDescriptionByCategory_Q3_Pending_NB___Interruptible_,NodeFlowDescriptionByCategory_Q3_Pending_NB___Firm_,NodeFlowDescriptionByCategory_Q3_Interruptibles_,NodeFlowDescriptionByCategory_Q3_Completed_New_Business_,NodeFlowDescriptionByCategory_Q1_Pending_NB___Interruptible_,NodeFlowDescriptionByCategory_Q1_Pending_NB___Firm_,NodeFlowDescriptionByCategory_Q1_Interruptibles_,NodeFlowDescriptionByCategory_Q1_Completed_New_Business_,NodeFlowProfileNameByCategory_Base_Volumetric_,NodeFlowProfileNameByCategory_Base_Thermal_,NodeFlowProfileNameByCategory_Q3_Pending_NB___Interruptible_,NodeFlowProfileNameByCategory_Q3_Pending_NB___Firm_,NodeFlowProfileNameByCategory_Q3_Interruptibles_,NodeFlowProfileNameByCategory_Q3_Completed_New_Business_,NodeFlowProfileNameByCategory_Q1_Pending_NB___Interruptible_,NodeFlowProfileNameByCategory_Q1_Pending_NB___Firm_,NodeFlowProfileNameByCategory_Q1_Interruptibles_,NodeFlowProfileNameByCategory_Q1_Completed_New_Business_,NodeFlowTypeByCategory_Base_Volumetric_,NodeFlowTypeByCategory_Base_Thermal_,NodeFlowTypeByCategory_Q3_Pending_NB___Interruptible_,NodeFlowTypeByCategory_Q3_Pending_NB___Firm_,NodeFlowTypeByCategory_Q3_Interruptibles_,NodeFlowTypeByCategory_Q3_Completed_New_Business_,NodeFlowTypeByCategory_Q1_Pending_NB___Interruptible_,NodeFlowTypeByCategory_Q1_Pending_NB___Firm_,NodeFlowTypeByCategory_Q1_Interruptibles_,NodeFlowTypeByCategory_Q1_Completed_New_Business_,NodeFlowByCategory_Base_Volumetric_,NodeFlowByCategory_Base_Thermal_,NodeFlowByCategory_Q3_Pending_NB___Interruptible_,NodeFlowByCategory_Q3_Pending_NB___Firm_,NodeFlowByCategory_Q3_Interruptibles_,NodeFlowByCategory_Q3_Completed_New_Business_,NodeFlowByCategory_Q1_Pending_NB___Interruptible_,NodeFlowByCategory_Q1_Pending_NB___Firm_,NodeFlowByCategory_Q1_Interruptibles_,NodeFlowByCategory_Q1_Completed_New_Business_,NodeResultFlow,NodeThermalFlow,NodeComponentPercentByGasName_CO2_,NodeComponentPercentByGasName_N2_,NodeComponentPercentByGasName_C1_,NodeComponentPercentByGasName_C2_,NodeComponentPercentByGasName_C3_,NodeComponentPercentByGasName_C4I_,NodeComponentPercentByGasName_C4N_,NodeComponentPercentByGasName_C5I_,NodeComponentPercentByGasName_C5N_,NodeComponentPercentByGasName_C6N_,NodeComponentPercentByGasName_C7N_,NodeComponentPercentByGasName_C8N_
1799,0BEC50B4,Nodes,1119248.62,1672431.62,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.734976,8.734976,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047218,UNDEFINED,0,0.997558,0,,,,,,,,,,8.734976,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1800,0BEC50B5,Nodes,1119231.5,1672427.25,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.734608,8.734608,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047218,SETFLOW,0,0.997558,0,,,,,,,,,,8.734608,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.161437,,,,,,,,,,-0.161437,-0.003874,,,,,,,,,,,,
1801,0BEC50D9,Nodes,1119260,1672434.62,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.735343,8.735343,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047218,UNDEFINED,0,0.997558,0,,,,,,,,,,8.735343,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1802,0BEC50A2,Nodes,1118270.37,1672450.12,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.420274,7.420274,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047069,UNDEFINED,0,0.997566,0,,,,,,,,,,7.420274,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1803,0BEC50A1,Nodes,1118268.5,1672455.37,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.424952,7.424952,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047069,SETFLOW,0,0.997566,0,,,,,,,,,,7.424952,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.522374,,,,,,,,,,-0.522374,-0.012536,,,,,,,,,,,,
1804,0BEC4FC6,Nodes,1118240,1672447.75,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.422672,7.422672,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047069,SETFLOW,0,0.997566,0,,,,,,,,,,7.422672,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.637874,,,,,,,,,,-0.637874,-0.015308,,,,,,,,,,,,
1805,0BEC50A5,Nodes,1118497.75,1672515.25,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515375,0.579999,,,,7.757007,7.757007,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047107,SETFLOW,0,0.997564,0,,,,,,,,,,7.757007,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.419999,,,,,,,,,,-0.419999,-0.010079,,,,,,,,,,,,
1806,0BEC50AB,Nodes,1118976.5,1672639.12,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515379,0.579999,,,,8.438373,8.438373,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047184,SETFLOW,0,0.99756,0,,,,,,,,,,8.438373,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.354374,,,,,,,,,,-0.354374,-0.008504,,,,,,,,,,,,
1807,2FB282FD,Nodes,1119059.75,1672661,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.567348,8.567348,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047199,SETFLOW,0,0.997559,0,,,,,,,,,,8.567348,,0,,0,,,0,0,,,,0,"157-26 Northern Blvd AC= 0, Q= 3.430 mcfh, Firm",-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,Volumetric,,,,,,,0,,,-3.429999,,,,,,,0,0,,,,,,,,,,,,
1808,2FB282FE,Nodes,1119069.75,1672663.5,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.589238,8.589238,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047201,SETFLOW,0,0.997559,0,,,,,,,,,,8.589238,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.555186,,,,,,,,,,-0.555186,-0.013324,,,,,,,,,,,,
1809,0BEC50AC,Nodes,1119093.5,1672669.62,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.628599,8.628599,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047206,UNDEFINED,0,0.997559,0,,,,,,,,,,8.628599,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1810,0BEC50AD,Nodes,1119097.37,1672670.62,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.640506,8.640506,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047207,UNDEFINED,0,0.997559,0,,,,,,,,,,8.640506,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1811,0BEC50AE,Nodes,1119102.75,1672672,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.649951,8.649951,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047208,UNDEFINED,0,0.997559,0,,,,,,,,,,8.649951,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1812,0BEC50B0,Nodes,1119124.62,1672675.87,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.706319,8.706319,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047215,UNDEFINED,0,0.997558,0,,,,,,,,,,8.706319,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1813,0BEC50AF,Nodes,1119121.5,1672673.75,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.700367,8.700367,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047214,UNDEFINED,0,0.997558,0,,,,,,,,,,8.700367,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1814,0BEC509E,Nodes,1119155.62,1672688,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.705644,8.705644,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047215,UNDEFINED,0,0.997558,0,,,,,,,,,,8.705644,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1815,0BEC509F,Nodes,1119131.25,1672675.25,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.706173,8.706173,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047215,UNDEFINED,0,0.997558,0,,,,,,,,,,8.706173,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1816,0BEC50B1,Nodes,1119126.12,1672679.12,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.716652,8.716652,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047216,SETFLOW,0,0.997558,0,,,,,,,,,,8.716652,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.065624,,,,,,,,,,-0.065624,-0.001574,,,,,,,,,,,,
1817,0BEC509C,Nodes,1119131,1672680.62,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.725864,8.725864,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047217,UNDEFINED,0,0.997558,0,,,,,,,,,,8.725864,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1818,0BEC50D5,Nodes,1119083.12,1672760,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.726379,8.726379,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047217,SETFLOW,0,0.997558,0,,,,,,,,,,8.726379,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.085312,,,,,,,,,,-0.085312,-0.002047,,,,,,,,,,,,
1819,0BEC50D6,Nodes,1119260,1672463.5,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.734773,8.734773,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047218,UNDEFINED,0,0.997558,0,,,,,,,,,,8.734773,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1820,0BEC509D,Nodes,1119196.37,1672700,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.704396,8.704396,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047214,SETFLOW,0,0.997558,0,,,,,,,,,,8.704396,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.014437,,,,,,,,,,-0.014437,-0.000346,,,,,,,,,,,,
1821,0BEC50D7,Nodes,1119259.75,1672715.75,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.703208,8.703208,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047214,SETFLOW,0,0.997558,0,,,,,,,,,,8.703208,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.049874,,,,,,,,,,-0.049874,-0.001196,,,,,,,,,,,,
1822,0BEC50A0,Nodes,1118349.75,1672747,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.418717,7.418717,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047068,SETFLOW,0,0.997566,0,,,,,,,,,,7.418717,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.164062,,,,,,,,,,-0.164062,-0.003937,,,,,,,,,,,,
1823,0BEC50D8,Nodes,1118401.12,1672760,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.418085,7.418085,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047068,SETFLOW,0,0.997566,0,,,,,,,,,,7.418085,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.150937,,,,,,,,,,-0.150937,-0.003622,,,,,,,,,,,,
1824,0BEC5122,Nodes,1118479.37,1672777.37,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.41771,7.41771,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047068,SETFLOW,0,0.997566,0,,,,,,,,,,7.41771,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.057749,,,,,,,,,,-0.057749,-0.001385,,,,,,,,,,,,
1825,0BEC50F3,Nodes,1118991.87,1672908.75,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.727366,8.727366,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047217,SETFLOW,0,0.997558,0,,,,,,,,,,8.727366,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.570936,,,,,,,,,,-0.570936,-0.013702,,,,,,,,,,,,
1826,0BEC5121,Nodes,1118581.62,1672803,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515373,0.579999,,,,7.417454,7.417454,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047068,SETFLOW,0,0.997566,0,,,,,,,,,,7.417454,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.053812,,,,,,,,,,-0.053812,-0.001291,,,,,,,,,,,,
1827,0BEC50F0,Nodes,1118714.75,1672838.37,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515379,0.579999,,,,8.49575,8.49575,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047191,SETFLOW,0,0.99756,0,,,,,,,,,,8.49575,,0,,0,,,0,0,,,,0,"40-19/21 159 St, Q = -2.65 mcfh, Firm DONE",-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-2.650000,,,,,-2.65,-0.0636,,,,,,,,,,,,
1828,0BEC50F1,Nodes,1118876.25,1672879.62,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.647177,8.647177,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047208,SETFLOW,0,0.997559,0,,,,,,,,,,8.647177,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.024937,,,,,,,,,,-0.024937,-0.000598,,,,,,,,,,,,
1829,0BEC50F2,Nodes,1118900.5,1672885.25,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.671433,8.671433,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047211,SETFLOW,0,0.997559,0,,,,,,,,,,8.671433,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.053812,,,,,,,,,,-0.053812,-0.001291,,,,,,,,,,,,
1830,0BEC50F6,Nodes,1118951.75,1672897.87,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.51538,0.579999,,,,8.683031,8.683031,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047212,SETFLOW,0,0.997559,0,,,,,,,,,,8.683031,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.053812,,,,,,,,,,-0.053812,-0.001291,,,,,,,,,,,,
1831,0BEC50F7,Nodes,1118981.87,1672905.87,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.714049,8.714049,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047216,UNDEFINED,0,0.997558,0,,,,,,,,,,8.714049,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1832,0BEC50F8,Nodes,1118986.87,1672907.25,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.722002,8.722002,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047216,SETFLOW,0,0.997558,0,,,,,,,,,,8.722002,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.018374,,,,,,,,,,-0.018374,-0.00044,,,,,,,,,,,,
1833,0BEC50F4,Nodes,1118995,1672910,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.726773,8.726773,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047217,UNDEFINED,0,0.997558,0,,,,,,,,,,8.726773,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,
1834,0BEC50F5,Nodes,1119113.62,1672939.37,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515381,0.579999,,,,8.712178,8.712178,,16.800279,,,,,,903.822387,0.066145,0,0,0,,-459.670013,1000,,0,0,,,,0.047215,SETFLOW,0,0.997558,0,,,,,,,,,,8.712178,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.095812,,,,,,,,,,-0.095812,-0.002299,,,,,,,,,,,,
1835,0BEC50ED,Nodes,1118391.75,1673024.37,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515374,0.579999,,,,7.547109,7.547109,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047083,SETFLOW,0,0.997565,0,,,,,,,,,,7.547109,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.237562,,,,,,,,,,-0.237562,-0.005701,,,,,,,,,,,,
1836,0BEC50EE,Nodes,1118395.37,1673025.37,1313.064347,Default Known Flow Node,69.999969,0.579999,1000,0,Known Flow,0,0,2.17E-07,40,0.579999,1000,0,0,13,0,0.515374,0.579999,,,,7.547106,7.547106,,16.800279,,,,,,903.822387,0.066146,0,0,0,,-459.670013,1000,,0,0,,,,0.047083,SETFLOW,0,0.997565,0,,,,,,,,,,7.547106,,0,,0,,,0,0,,,,0,,-1,,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,Volumetric,,,,,,,,,,-0.069562,,,,,,,,,,-0.069562,-0.001669,,,,,,,,,,,,
